sample.date,id.date,stream,sample.id,fraction,rhodo.acer,stage,order,family,genus,length_mm,number,notes
12/11/17,6/23/23,WS02,123,1_mm,R,larva,Plecoptera,Perlidae,unk,6,1,
12/11/17,6/23/23,WS02,123,1_mm,R,larva,Plecoptera,Perlodidae,unk,4,5,one is length estimate
12/11/17,6/23/23,WS02,123,1_mm,R,larva,Plecoptera,Perlodidae,unk,5,2,
12/11/17,6/23/23,WS02,123,1_mm,R,larva,Plecoptera,Leuctridae,Leuctra,2,5,
12/11/17,6/23/23,WS02,123,1_mm,R,larva,Plecoptera,Leuctridae,Leuctra,4,1,
12/11/17,6/23/23,WS02,123,1_mm,R,larva,Trichoptera,Hydropsychidae,unk,5,5,
12/11/17,6/23/23,WS02,123,1_mm,R,larva,Trichoptera,Hydropsychidae,unk,7,2,
12/11/17,6/23/23,WS02,123,1_mm,R,larva,Trichoptera,Hydropsychidae,unk,11,1,
12/11/17,6/23/23,WS02,123,1_mm,R,larva,Trichoptera,Philopotamidae,unk,3,1,
12/11/17,6/23/23,WS02,123,1_mm,R,larva,Trichoptera,Philopotamidae,unk,6,1,
12/11/17,6/23/23,WS02,123,1_mm,R,larva,Trichoptera,Rhyacophilidae,unk,5,1,
12/11/17,6/23/23,WS02,123,1_mm,R,unk,Oligochaeta,unk,unk,2,1,
12/11/17,6/23/23,WS02,123,1_mm,R,pupa,unk,unk,unk,2,1,
12/11/17,6/23/23,WS02,124,1_mm,R,larva,Trichoptera,unk,unk,2,1,unidentifiable past order
12/11/17,6/23/23,WS02,124,1_mm,R,larva,Ephemeroptera,unk,unk,2,1,Unknown mayfly abdomen - maybe Leptophlebiidae - in main vial
12/11/17,6/23/23,WS02,124,1_mm,R,larva,Trichoptera,unk,unk,2,1,Unknown caddisfly missing head
12/11/17,6/23/23,WS02,124,1_mm,R,pupa,unk,unk,unk,3,1,
12/11/17,6/23/23,WS02,124,1_mm,R,pupa,unk,unk,unk,4,1,
12/11/17,6/23/23,WS02,124,1_mm,R,unk,Odonata,Cordulegastridae,unk,4,1,
12/11/17,6/23/23,WS02,124,1_mm,R,larva,Diptera,Chironomidae,non_tany,1,1,
12/11/17,6/23/23,WS02,124,1_mm,R,larva,Diptera,Chironomidae,non_tany,2,13,
12/11/17,6/23/23,WS02,124,1_mm,R,larva,Diptera,Chironomidae,non_tany,3,14,
12/11/17,6/23/23,WS02,124,1_mm,R,larva,Diptera,Chironomidae,non_tany,4,4,
12/11/17,6/23/23,WS02,124,1_mm,R,larva,Diptera,Chironomidae,non_tany,5,1,
12/11/17,6/23/23,WS02,124,1_mm,R,unk,Collembola,unk,unk,1,9,
12/11/17,6/23/23,WS02,124,1_mm,R,larva,Diptera,Dixidae,unk,2,1,
12/11/17,6/23/23,WS02,124,1_mm,R,larva,Diptera,Dixidae,unk,3,1,
12/11/17,6/23/23,WS02,124,1_mm,R,larva,Diptera,Dixidae,unk,4,3,
12/11/17,6/23/23,WS02,124,1_mm,R,larva,Diptera,Dixidae,unk,5,1,
12/11/17,6/23/23,WS02,124,1_mm,R,larva,Diptera,Dixidae,unk,6,1,
12/11/17,6/23/23,WS02,124,1_mm,R,larva,Diptera,Chironomidae,tany,2,1,
12/11/17,6/23/23,WS02,124,1_mm,R,larva,Diptera,Pediciidae,Dicranota,3,1,
12/11/17,6/23/23,WS02,124,1_mm,R,larva,Diptera,Pediciidae,Dicranota,4,1,
12/11/17,6/23/23,WS02,124,1_mm,R,larva,Plecoptera,Nemouridae,Amphinemura,2,1,
12/11/17,6/23/23,WS02,124,1_mm,R,larva,Plecoptera,Nemouridae,Amphinemura,4,1,
12/11/17,6/23/23,WS02,124,1_mm,R,larva,Plecoptera,Nemouridae,Amphinemura,5,8,
12/11/17,6/23/23,WS02,124,1_mm,R,larva,Plecoptera,Nemouridae,Amphinemura,6,1,
12/11/17,6/23/23,WS02,124,1_mm,R,larva,Plecoptera,Perlidae,unk,3,1,
12/11/17,6/23/23,WS02,124,1_mm,R,larva,Plecoptera,Perlidae,unk,5,1,
12/11/17,6/23/23,WS02,124,1_mm,R,larva,Plecoptera,Peltoperlidae,Tallaperla,1,3,
12/11/17,6/23/23,WS02,124,1_mm,R,larva,Plecoptera,Peltoperlidae,Tallaperla,2,2,
12/11/17,6/23/23,WS02,124,1_mm,R,larva,Plecoptera,Peltoperlidae,Tallaperla,7,1,
12/11/17,6/23/23,WS02,124,1_mm,R,larva,Plecoptera,Peltoperlidae,Tallaperla,9,1,
12/11/17,6/23/23,WS02,124,1_mm,R,larva,Diptera,Athericidae,Atherix,2,1,
12/11/17,6/23/23,WS02,124,1_mm,R,larva,Trichoptera,Hydropsychidae,unk,3,2,best guess
12/11/17,6/23/23,WS02,124,1_mm,R,larva,Trichoptera,Hydropsychidae,unk,4,5,
12/11/17,6/23/23,WS02,124,1_mm,R,larva,Trichoptera,Hydropsychidae,unk,5,7,
12/11/17,6/23/23,WS02,124,1_mm,R,larva,Trichoptera,Hydropsychidae,unk,6,4,
12/11/17,6/23/23,WS02,124,1_mm,R,larva,Trichoptera,Hydropsychidae,unk,10,1,
12/11/17,6/23/23,WS02,124,1_mm,R,larva,Trichoptera,Philopotamidae,unk,3,1,
12/11/17,6/23/23,WS02,124,1_mm,R,larva,Trichoptera,Philopotamidae,unk,8,1,
12/11/17,6/23/23,WS02,124,1_mm,R,larva,Trichoptera,unk,unk,1,1,too small and mangled to tell family/genus
12/11/17,6/23/23,WS02,124,1_mm,R,larva,Ephemeroptera,Leptophlebiidae,unk,2,1,
12/11/17,6/23/23,WS02,124,1_mm,R,larva,Ephemeroptera,Leptophlebiidae,unk,5,2,
12/11/17,6/23/23,WS02,124,1_mm,R,larva,Coleoptera,Elmidae,unk,4,1,
12/11/17,6/23/23,WS02,124,1_mm,R,larva,Coleoptera,Psephenidae,unk,5,1,
7/5/18,7/26/23,WS02,125,1_mm,R,larva,Diptera,Chironomidae,non_tany,1,1,
7/5/18,7/26/23,WS02,125,1_mm,R,larva,Diptera,Chironomidae,non_tany,3,2,
7/5/18,7/26/23,WS02,125,1_mm,R,larva,Diptera,Chironomidae,non_tany,4,3,
7/5/18,7/26/23,WS02,125,1_mm,R,larva,Diptera,Chironomidae,non_tany,5,1,
7/5/18,7/26/23,WS02,125,1_mm,R,larva,Diptera,Chironomidae,tany,5,1,
7/5/18,7/26/23,WS02,125,1_mm,R,larva,Diptera,Tipulidae,Tipula,11,1,
7/5/18,7/26/23,WS02,125,1_mm,R,larva,Diptera,Tipulidae,Tipula,13,1,
7/5/18,7/26/23,WS02,125,1_mm,R,larva,Diptera,Tipulidae,Tipula,20,1,
7/5/18,7/26/23,WS02,125,1_mm,R,larva,Diptera,Tipulidae,Tipula,25,2,
7/5/18,7/26/23,WS02,125,1_mm,R,larva,Diptera,Ceratopogonidae,unk,5,1,
7/5/18,7/26/23,WS02,125,1_mm,R,larva,Trichoptera,Sericostomatidae,Fattigia,5,2,spp. pele
7/5/18,7/26/23,WS02,125,1_mm,R,larva,Trichoptera,Sericostomatidae,Fattigia,7,4,spp. pele
7/5/18,7/26/23,WS02,125,1_mm,R,larva,Trichoptera,Sericostomatidae,Fattigia,9,2,spp. pele
7/5/18,7/26/23,WS02,125,1_mm,R,larva,Trichoptera,Lepidostomatidae,Lepidostoma,2,1,
7/5/18,7/26/23,WS02,125,1_mm,R,larva,Plecoptera,Peltoperlidae,Tallaperla,4,1,
7/5/18,7/26/23,WS02,125,1_mm,R,larva,Plecoptera,Peltoperlidae,Tallaperla,5,1,
7/5/18,7/26/23,WS02,125,1_mm,R,larva,Plecoptera,Leuctridae,Leuctra,6,1,
7/5/18,7/26/23,WS02,125,1_mm,R,larva,Odonata,Gomphidae,unk,4,1,
7/5/18,7/26/23,WS02,125,1_mm,R,larva,Odonata,Gomphidae,unk,6,1,
7/5/18,7/26/23,WS02,125,1_mm,R,unk,Oligochaeta,unk,unk,3,1,
7/5/18,7/26/23,WS02,125,1_mm,R,unk,Oligochaeta,unk,unk,6,1,
7/5/18,7/26/23,WS02,125,1_mm,R,unk,Oligochaeta,unk,unk,12,1,
7/5/18,7/26/23,WS02,125,1_mm,R,unk,Oligochaeta,unk,unk,16,1,
7/5/18,7/26/23,WS02,125,1_mm,R,unk,Oligochaeta,unk,unk,21,1,
12/11/17,6/29/23,WS07,125,1_mm,R,unk,Oligochaeta,unk,unk,60,1,
12/11/17,6/29/23,WS07,125,1_mm,R,larva,Diptera,Tipulidae,Tipula,40,1,
12/11/17,6/29/23,WS07,125,1_mm,R,larva,Diptera,Chironomidae,non_tany,4,2,
12/11/17,6/29/23,WS07,125,1_mm,R,larva,Diptera,Chironomidae,non_tany,5,5,
12/11/17,6/29/23,WS07,125,1_mm,R,larva,Diptera,Chironomidae,non_tany,6,3,
12/11/17,6/29/23,WS07,125,1_mm,R,larva,Diptera,unk,unk,4,1,unk taxa - maybe Dixidae. Only have last 4 segments of abdomen
12/11/17,6/29/23,WS07,125,1_mm,R,larva,Diptera,Limoniidae,Hexatoma,4,1,
12/11/17,6/29/23,WS07,125,1_mm,R,larva,Ephemeroptera,Leptophlebiidae,unk,5,1,
12/11/17,6/29/23,WS07,125,1_mm,R,larva,Trichoptera,Hydropsychidae,unk,6,1,
12/11/17,6/29/23,WS07,125,1_mm,R,larva,Trichoptera,Hydropsychidae,unk,7,1,
12/11/17,6/29/23,WS07,125,1_mm,R,larva,Trichoptera,Hydropsychidae,unk,8,1,
12/11/17,6/29/23,WS07,125,1_mm,R,larva,Trichoptera,Philopotamidae,unk,6,1,
12/11/17,6/29/23,WS07,125,1_mm,R,larva,Plecoptera,Nemouridae,Amphinemura,6,1,
12/11/17,6/29/23,WS07,126,1_mm,R,larva,Diptera,Chironomidae,non_tany,3,4,
12/11/17,6/29/23,WS07,126,1_mm,R,larva,Diptera,Chironomidae,non_tany,4,5,
12/11/17,6/29/23,WS07,126,1_mm,R,larva,Diptera,Chironomidae,non_tany,5,6,
12/11/17,6/29/23,WS07,126,1_mm,R,larva,Diptera,Chironomidae,non_tany,6,3,
12/11/17,6/29/23,WS07,126,1_mm,R,larva,Diptera,Limoniidae,Hexatoma,5,1,
12/11/17,6/29/23,WS07,126,1_mm,R,larva,Ephemeroptera,Leptophlebiidae,unk,6,3,
12/11/17,6/29/23,WS07,126,1_mm,R,larva,Trichoptera,Hydropsychidae,unk,4,1,
12/11/17,6/29/23,WS07,126,1_mm,R,larva,Trichoptera,Hydropsychidae,unk,5,2,
12/11/17,6/29/23,WS07,126,1_mm,R,larva,Plecoptera,Leuctridae,Leuctra,5,1,
12/11/17,6/29/23,WS07,126,1_mm,R,larva,Odonata,Gomphidae,unk,5,1,
7/5/18,7/27/23,WS02,127,1_mm,R,larva,Diptera,Chironomidae,non_tany,1,1,
7/5/18,7/27/23,WS02,127,1_mm,R,larva,Diptera,Chironomidae,non_tany,2,8,
7/5/18,7/27/23,WS02,127,1_mm,R,larva,Diptera,Chironomidae,non_tany,3,7,
7/5/18,7/27/23,WS02,127,1_mm,R,larva,Diptera,Chironomidae,non_tany,5,1,
7/5/18,7/27/23,WS02,127,1_mm,R,larva,Diptera,Chironomidae,non_tany,6,1,
7/5/18,7/27/23,WS02,127,1_mm,R,larva,Diptera,Tipulidae,Tipula,17,1,
7/5/18,7/27/23,WS02,127,1_mm,R,larva,Diptera,Dixidae,unk,1,1,
7/5/18,7/27/23,WS02,127,1_mm,R,larva,Diptera,Dixidae,unk,3,1,
7/5/18,7/27/23,WS02,127,1_mm,R,larva,Diptera,Ceratopogonidae,unk,6,1,
7/5/18,7/27/23,WS02,127,1_mm,R,larva,Diptera,Ceratopogonidae,unk,7,2,
7/5/18,7/27/23,WS02,127,1_mm,R,larva,Diptera,Psychodidae,unk,4,1,
7/5/18,7/27/23,WS02,127,1_mm,R,larva,Trichoptera,Hydropsychidae,unk,3,2,
7/5/18,7/27/23,WS02,127,1_mm,R,larva,Trichoptera,Hydropsychidae,unk,4,2,
7/5/18,7/27/23,WS02,127,1_mm,R,larva,Trichoptera,Hydropsychidae,unk,5,5,
7/5/18,7/27/23,WS02,127,1_mm,R,larva,Trichoptera,Lepidostomatidae,Lepidostoma,6,4,
7/5/18,7/27/23,WS02,127,1_mm,R,larva,Trichoptera,Lepidostomatidae,Lepidostoma,7,3,
7/5/18,7/27/23,WS02,127,1_mm,R,larva,Trichoptera,Lepidostomatidae,Lepidostoma,9,1,
7/5/18,7/27/23,WS02,127,1_mm,R,larva,Trichoptera,Lepidostomatidae,Lepidostoma,11,1,
7/5/18,7/27/23,WS02,127,1_mm,R,larva,Trichoptera,Lepidostomatidae,Lepidostoma,12,1,
7/5/18,7/27/23,WS02,127,1_mm,R,larva,Trichoptera,Philopotamidae,unk,6,1,
7/5/18,7/27/23,WS02,127,1_mm,R,larva,Trichoptera,Rhyacophilidae,unk,8,1,
7/5/18,7/27/23,WS02,127,1_mm,R,larva,Plecoptera,Perlidae,unk,5,1,
7/5/18,7/27/23,WS02,127,1_mm,R,larva,Plecoptera,Peltoperlidae,Tallaperla,3,4,
7/5/18,7/27/23,WS02,127,1_mm,R,larva,Plecoptera,Peltoperlidae,Tallaperla,4,7,
7/5/18,7/27/23,WS02,127,1_mm,R,larva,Plecoptera,Perlodidae,unk,3,3,
7/5/18,7/27/23,WS02,127,1_mm,R,larva,Plecoptera,Leuctridae,Leuctra,4,1,
7/5/18,7/27/23,WS02,127,1_mm,R,larva,Plecoptera,Leuctridae,Leuctra,5,3,
7/5/18,7/27/23,WS02,127,1_mm,R,larva,Odonata,Cordulegastridae,unk,5,1,
7/5/18,7/27/23,WS02,127,1_mm,R,larva,Odonata,Cordulegastridae,unk,6,2,
7/5/18,7/27/23,WS02,127,1_mm,R,larva,Odonata,Cordulegastridae,unk,7,1,
7/5/18,7/27/23,WS02,127,1_mm,R,larva,Odonata,Cordulegastridae,unk,9,1,
7/5/18,7/27/23,WS02,127,1_mm,R,larva,Odonata,Gomphidae,unk,5,1,
7/5/18,7/27/23,WS02,127,1_mm,R,larva,Odonata,Gomphidae,unk,8,1,
7/5/18,7/27/23,WS02,127,1_mm,R,unk,Collembola,unk,unk,1,1,
7/5/18,7/27/23,WS02,127,1_mm,R,unk,Oligochaeta,unk,unk,2,1,
7/5/18,7/27/23,WS02,127,1_mm,R,unk,Oligochaeta,unk,unk,5,1,
7/5/18,7/27/23,WS02,127,1_mm,R,unk,Oligochaeta,unk,unk,7,1,
7/5/18,7/27/23,WS02,127,1_mm,R,unk,Oligochaeta,unk,unk,10,1,
7/5/18,7/27/23,WS02,127,1_mm,R,unk,Oligochaeta,unk,unk,11,1,
7/5/18,7/27/23,WS02,127,1_mm,R,pupa,unk,unk,unk,2,1,
7/5/18,7/27/23,WS02,127,1_mm,R,pupa,unk,unk,unk,3,1,
7/5/18,7/28/23,WS02,128,1_mm,R,larva,Diptera,Chironomidae,non_tany,1,1,
7/5/18,7/28/23,WS02,128,1_mm,R,larva,Diptera,Chironomidae,non_tany,2,1,
7/5/18,7/28/23,WS02,128,1_mm,R,larva,Diptera,Chironomidae,non_tany,3,5,
7/5/18,7/28/23,WS02,128,1_mm,R,larva,Diptera,Chironomidae,non_tany,4,1,
7/5/18,7/28/23,WS02,128,1_mm,R,larva,Diptera,Chironomidae,non_tany,5,2,
7/5/18,7/28/23,WS02,128,1_mm,R,larva,Diptera,Ceratopogonidae,unk,3,1,
7/5/18,7/28/23,WS02,128,1_mm,R,larva,Diptera,Ceratopogonidae,unk,7,1,
7/5/18,7/28/23,WS02,128,1_mm,R,larva,Diptera,Tipulidae,Tipula,23,1,
7/5/18,7/28/23,WS02,128,1_mm,R,larva,Diptera,Chironomidae,tany,5,1,
7/5/18,7/28/23,WS02,128,1_mm,R,larva,Diptera,Pediciidae,Dicranota,1,1,"best guess, tiny"
7/5/18,7/28/23,WS02,128,1_mm,R,larva,Trichoptera,Hydropsychidae,unk,2,1,
7/5/18,7/28/23,WS02,128,1_mm,R,larva,Trichoptera,Hydropsychidae,unk,3,1,
7/5/18,7/28/23,WS02,128,1_mm,R,larva,Trichoptera,Hydropsychidae,unk,4,11,
7/5/18,7/28/23,WS02,128,1_mm,R,larva,Trichoptera,Hydropsychidae,unk,5,10,
7/5/18,7/28/23,WS02,128,1_mm,R,larva,Trichoptera,Hydropsychidae,unk,12,1,
7/5/18,7/28/23,WS02,128,1_mm,R,larva,Trichoptera,Hydropsychidae,unk,13,1,
7/5/18,7/28/23,WS02,128,1_mm,R,larva,Trichoptera,Lepidostomatidae,Lepidostoma,2,2,
7/5/18,7/28/23,WS02,128,1_mm,R,larva,Trichoptera,Lepidostomatidae,Lepidostoma,5,1,
7/5/18,7/28/23,WS02,128,1_mm,R,larva,Trichoptera,Lepidostomatidae,Lepidostoma,6,3,
7/5/18,7/28/23,WS02,128,1_mm,R,larva,Trichoptera,Lepidostomatidae,Lepidostoma,7,4,
7/5/18,7/28/23,WS02,128,1_mm,R,larva,Trichoptera,Lepidostomatidae,Lepidostoma,8,2,
7/5/18,7/28/23,WS02,128,1_mm,R,larva,Trichoptera,Lepidostomatidae,Lepidostoma,12,1,
7/5/18,7/28/23,WS02,128,1_mm,R,larva,Trichoptera,Sericostomatidae,Fattigia,5,1,spp. pele
7/5/18,7/28/23,WS02,128,1_mm,R,larva,Plecoptera,Peltoperlidae,Tallaperla,3,1,
7/5/18,7/28/23,WS02,128,1_mm,R,larva,Plecoptera,Peltoperlidae,Tallaperla,4,3,
7/5/18,7/28/23,WS02,128,1_mm,R,larva,Plecoptera,Peltoperlidae,Tallaperla,5,3,
7/5/18,7/28/23,WS02,128,1_mm,R,larva,Plecoptera,Peltoperlidae,Tallaperla,6,3,
7/5/18,7/28/23,WS02,128,1_mm,R,larva,Plecoptera,Nemouridae,Amphinemura,2,2,
7/5/18,7/28/23,WS02,128,1_mm,R,larva,Plecoptera,Nemouridae,Amphinemura,4,4,
7/5/18,7/28/23,WS02,128,1_mm,R,larva,Plecoptera,Nemouridae,Amphinemura,5,6,
7/5/18,7/28/23,WS02,128,1_mm,R,larva,Plecoptera,Leuctridae,Leuctra,5,3,
7/5/18,7/28/23,WS02,128,1_mm,R,larva,Plecoptera,Leuctridae,Leuctra,6,2,
7/5/18,7/28/23,WS02,128,1_mm,R,larva,Plecoptera,Leuctridae,Leuctra,7,2,
7/5/18,7/28/23,WS02,128,1_mm,R,larva,Plecoptera,Perlidae,unk,3,1,
7/5/18,7/28/23,WS02,128,1_mm,R,larva,Odonata,Cordulegastridae,unk,5,1,
7/5/18,7/28/23,WS02,128,1_mm,R,larva,Odonata,Gomphidae,unk,7,1,
7/5/18,7/28/23,WS02,128,1_mm,R,larva,Ephemeroptera,Baetidae,unk,8,1,length estimate
7/5/18,7/28/23,WS02,128,1_mm,R,larva,Ephemeroptera,Heptageniidae,unk,3,1,
7/5/18,7/28/23,WS02,128,1_mm,R,unk,Oligochaeta,unk,unk,2,1,
7/5/18,7/28/23,WS02,128,1_mm,R,unk,Oligochaeta,unk,unk,3,2,
7/5/18,7/28/23,WS02,128,1_mm,R,unk,Oligochaeta,unk,unk,6,2,
7/5/18,7/28/23,WS02,128,1_mm,R,unk,Oligochaeta,unk,unk,7,1,
7/5/18,7/28/23,WS02,128,1_mm,R,pupa,unk,unk,unk,3,1,
7/5/18,7/28/23,WS02,128,1_mm,R,larva,Diptera,Dixidae,unk,2,1,
12/11/17,6/29/23,WS07,128,1_mm,R,larva,Diptera,Chironomidae,non_tany,2,2,
12/11/17,6/29/23,WS07,128,1_mm,R,larva,Diptera,Chironomidae,non_tany,3,5,
12/11/17,6/29/23,WS07,128,1_mm,R,larva,Diptera,Chironomidae,non_tany,4,5,
12/11/17,6/29/23,WS07,128,1_mm,R,larva,Diptera,Chironomidae,non_tany,5,7,
12/11/17,6/29/23,WS07,128,1_mm,R,larva,Diptera,Chironomidae,non_tany,6,1,
12/11/17,6/29/23,WS07,128,1_mm,R,larva,Diptera,Tipulidae,Tipula,19,1,
12/11/17,6/29/23,WS07,128,1_mm,R,larva,Diptera,Tipulidae,Tipula,28,1,
12/11/17,6/29/23,WS07,128,1_mm,R,larva,Diptera,Tipulidae,Tipula,37,1,
12/11/17,6/29/23,WS07,128,1_mm,R,larva,Diptera,Ceratopogonidae,unk,7,2,one is length estimate - only have head + 2 segments
12/11/17,6/29/23,WS07,128,1_mm,R,larva,Diptera,Ceratopogonidae,unk,9,1,
12/11/17,6/29/23,WS07,128,1_mm,R,larva,Diptera,Pediciidae,Dicranota,2,1,
12/11/17,6/29/23,WS07,128,1_mm,R,larva,Coleoptera,Psephenidae,unk,5,1,
12/11/17,6/29/23,WS07,128,1_mm,R,larva,Ephemeroptera,Ephemerellidae,unk,3,1,
12/11/17,6/29/23,WS07,128,1_mm,R,larva,Ephemeroptera,Heptageniidae,unk,8,1,
12/11/17,6/29/23,WS07,128,1_mm,R,larva,Ephemeroptera,Leptophlebiidae,unk,4,1,
12/11/17,6/29/23,WS07,128,1_mm,R,larva,Trichoptera,Hydropsychidae,unk,4,2,one is length estimate - missing almost all of abdomen
12/11/17,6/29/23,WS07,128,1_mm,R,larva,Trichoptera,Hydropsychidae,unk,5,3,
12/11/17,6/29/23,WS07,128,1_mm,R,larva,Trichoptera,Hydropsychidae,unk,6,2,
12/11/17,6/29/23,WS07,128,1_mm,R,larva,Trichoptera,Hydropsychidae,unk,7,2,
12/11/17,6/29/23,WS07,128,1_mm,R,larva,Trichoptera,Hydropsychidae,unk,9,2,
12/11/17,6/29/23,WS07,128,1_mm,R,larva,Trichoptera,Hydropsychidae,unk,21,1,
12/11/17,6/29/23,WS07,128,1_mm,R,larva,Trichoptera,Philopotamidae,unk,4,1,"length is estimate, missing abdomen"
12/11/17,6/29/23,WS07,128,1_mm,R,larva,Trichoptera,Philopotamidae,unk,7,1,
12/11/17,6/29/23,WS07,128,1_mm,R,larva,Trichoptera,Philopotamidae,unk,9,1,
12/11/17,6/29/23,WS07,128,1_mm,R,larva,Trichoptera,Limnephilidae,Pycnopsyche,4,1,
12/11/17,6/29/23,WS07,128,1_mm,R,larva,Trichoptera,Limnephilidae,Pycnopsyche,5,1,
12/11/17,6/29/23,WS07,128,1_mm,R,larva,Trichoptera,Limnephilidae,Pycnopsyche,6,1,
12/11/17,6/29/23,WS07,128,1_mm,R,larva,Trichoptera,Lepidostomatidae,Lepidostoma,2,1,
12/11/17,6/29/23,WS07,128,1_mm,R,larva,Trichoptera,Lepidostomatidae,Lepidostoma,6,1,
12/11/17,6/29/23,WS07,128,1_mm,R,larva,Trichoptera,Rhyacophilidae,unk,7,1,
12/11/17,6/29/23,WS07,128,1_mm,R,larva,Plecoptera,Perlidae,unk,5,1,
12/11/17,6/29/23,WS07,128,1_mm,R,larva,Plecoptera,Nemouridae,Amphinemura,2,1,
12/11/17,6/29/23,WS07,128,1_mm,R,larva,Plecoptera,Nemouridae,Amphinemura,5,1,
12/11/17,6/29/23,WS07,128,1_mm,R,larva,Plecoptera,Perlodidae,unk,2,1,
12/11/17,6/29/23,WS07,128,1_mm,R,larva,Plecoptera,Perlodidae,unk,3,1,
12/11/17,6/29/23,WS07,128,1_mm,R,larva,Plecoptera,Perlodidae,unk,6,1,
12/11/17,6/29/23,WS07,128,1_mm,R,larva,Plecoptera,Capniidae,Paracapnia,5,1,
12/11/17,6/29/23,WS07,128,1_mm,R,pupa,unk,unk,unk,2,1,
12/11/17,6/29/23,WS07,128,1_mm,R,larva,Diptera,unk,unk,2,1,unk - may be midge or Dixidae
12/11/17,6/29/23,WS14,129,1_mm,R,larva,Diptera,Chironomidae,non_tany,1,1,
12/11/17,6/29/23,WS14,129,1_mm,R,larva,Diptera,Chironomidae,non_tany,2,2,
12/11/17,6/29/23,WS14,129,1_mm,R,larva,Diptera,Chironomidae,non_tany,3,7,
12/11/17,6/29/23,WS14,129,1_mm,R,larva,Diptera,Chironomidae,non_tany,4,9,
12/11/17,6/29/23,WS14,129,1_mm,R,larva,Diptera,Chironomidae,non_tany,5,3,
12/11/17,6/29/23,WS14,129,1_mm,R,larva,Diptera,Ceratopogonidae,unk,7,1,
12/11/17,6/29/23,WS14,129,1_mm,R,larva,Trichoptera,Rhyacophilidae,unk,5,1,
12/11/17,6/29/23,WS14,129,1_mm,R,larva,Trichoptera,Hydropsychidae,unk,5,1,
12/11/17,6/29/23,WS14,129,1_mm,R,larva,Plecoptera,Leuctridae,Leuctra,5,1,
12/11/17,6/29/23,WS14,129,1_mm,R,larva,Plecoptera,Leuctridae,Leuctra,6,1,
12/11/17,6/29/23,WS14,129,1_mm,R,larva,Plecoptera,Perlidae,unk,5,1,
12/11/17,6/29/23,WS14,129,1_mm,R,larva,Plecoptera,Peltoperlidae,Tallaperla,8,1,
12/11/17,6/29/23,WS14,129,1_mm,R,pupa,unk,unk,unk,2,1,
7/5/18,7/28/23,WS08,129,1_mm,R,larva,Plecoptera,Pteronarcyidae,Pteronarcys,6,3,
7/5/18,7/28/23,WS08,129,1_mm,R,larva,Plecoptera,Pteronarcyidae,Pteronarcys,7,3,
7/5/18,7/28/23,WS08,129,1_mm,R,larva,Plecoptera,Pteronarcyidae,Pteronarcys,9,5,
7/5/18,7/28/23,WS08,129,1_mm,R,larva,Plecoptera,Pteronarcyidae,Pteronarcys,15,1,
7/5/18,7/28/23,WS08,129,1_mm,R,larva,Plecoptera,Pteronarcyidae,Pteronarcys,16,1,
7/5/18,7/28/23,WS08,129,1_mm,R,larva,Plecoptera,Pteronarcyidae,Pteronarcys,27,1,
7/5/18,7/28/23,WS08,129,1_mm,R,larva,Diptera,Chironomidae,non_tany,3,3,
7/5/18,7/28/23,WS08,129,1_mm,R,larva,Diptera,Chironomidae,non_tany,5,1,
7/5/18,7/28/23,WS08,129,1_mm,R,larva,Trichoptera,Hydropsychidae,unk,2,1,
7/5/18,7/28/23,WS08,129,1_mm,R,larva,Trichoptera,Hydropsychidae,unk,4,1,best guess - only have thorax
7/5/18,7/28/23,WS08,129,1_mm,R,larva,Trichoptera,Hydropsychidae,unk,5,1,
7/5/18,7/28/23,WS08,129,1_mm,R,larva,Trichoptera,Brachycentridae,Brachycentrus,4,3,
7/5/18,7/28/23,WS08,129,1_mm,R,larva,Trichoptera,Brachycentridae,Brachycentrus,5,2,
7/5/18,7/28/23,WS08,129,1_mm,R,larva,Plecoptera,Leuctridae,Leuctra,4,1,
7/5/18,7/28/23,WS08,129,1_mm,R,larva,Plecoptera,Leuctridae,Leuctra,5,2,
7/5/18,7/28/23,WS08,129,1_mm,R,larva,Plecoptera,Perlidae,unk,2,1,
7/5/18,7/28/23,WS08,129,1_mm,R,larva,Plecoptera,Perlodidae,unk,3,1,
7/5/18,7/28/23,WS08,129,1_mm,R,larva,Plecoptera,Peltoperlidae,Tallaperla,3,6,
7/5/18,7/28/23,WS08,129,1_mm,R,larva,Plecoptera,Peltoperlidae,Tallaperla,4,2,
7/5/18,7/28/23,WS08,129,1_mm,R,larva,Ephemeroptera,Baetidae,unk,6,2,
7/5/18,7/28/23,WS08,129,1_mm,R,larva,Ephemeroptera,Leptophlebiidae,unk,5,1,best guess - no gills or legs
7/5/18,7/28/23,WS08,129,1_mm,R,larva,Ephemeroptera,Leptophlebiidae,unk,6,1,
7/5/18,7/28/23,WS08,129,1_mm,R,larva,Ephemeroptera,Ephemerellidae,unk,3,1,"no head, length is estimate"
7/5/18,7/28/23,WS08,129,1_mm,R,pupa,unk,unk,unk,2,1,
7/5/18,7/28/23,WS08,129,1_mm,R,unk,Oligochaeta,unk,unk,1,6,
7/5/18,7/28/23,WS08,129,1_mm,R,unk,Oligochaeta,unk,unk,2,3,
12/11/17,6/30/23,WS14,130,1_mm,R,larva,Diptera,Chironomidae,non_tany,2,1,
12/11/17,6/30/23,WS14,130,1_mm,R,larva,Diptera,Chironomidae,non_tany,3,16,
